case_id;start_time;end_time;start_date_month;end_date_month;first_activity;last_activity;path_id;first_activity_grouped;last_activity_grouped;path_id_grouped;duration_seconds;duration_days;count_events;count_activities;count_events_grouped;count_activities_grouped;count_loops;count_self_loops;has_loops_or_self_loops;cost_total;automation_rate;unique_variant;unique_variant_text;unique_variant_grouped;unique_variant_text_grouped;case_po_number;case_po_item
761-4;2028-02-17T08:03:51.000Z;2028-03-01T13:40:50.000Z;2/1/2028;3/1/2028;Lege Bestellposition an;Erfasse Rechnung;9;Lege Bestellposition an;Erfasse Rechnung;7;1143419;13.23;4;4;3;4;0;0;0;0;0.000;0;No;0;No;761;4
762-1;2028-02-18T14:03:42.000Z;2028-02-28T14:57:06.000Z;2/1/2028;2/1/2028;Lege Bestellposition an;Erfasse Rechnung;47;Lege Bestellposition an;Erfasse Rechnung;33;867204;10.03;4;4;3;4;0;0;0;0;0.000;0;No;0;No;762;1
762-2;2028-02-18T14:03:42.000Z;2028-02-28T14:57:06.000Z;2/1/2028;2/1/2028;Lege Bestellposition an;Erfasse Rechnung;47;Lege Bestellposition an;Erfasse Rechnung;33;867204;10.03;4;4;3;4;0;0;0;0;0.000;0;No;0;No;762;2
762-3;2028-02-18T14:03:42.000Z;2028-02-28T14:57:06.000Z;2/1/2028;2/1/2028;Lege Bestellposition an;Erfasse Rechnung;47;Lege Bestellposition an;Erfasse Rechnung;33;867204;10.03;4;4;3;4;0;0;0;0;0.000;0;No;0;No;762;3
763-1;2028-02-21T11:04:12.000Z;2028-02-22T13:04:26.000Z;2/1/2028;2/1/2028;Lege Bestellposition an;Erteile Genehmigung;1;Lege Bestellposition an;Erteile Genehmigung;1;93614;1.08;2;2;1;2;0;0;0;0;0.000;0;No;0;No;763;1
763-2;2028-02-21T11:04:12.000Z;2028-02-24T11:04:12.000Z;2/1/2028;2/1/2028;Lege Bestellposition an;Ändere Bestellposition: Preis;14;Lege Bestellposition an;Ändere Bestellposition;4;259200;3;3;3;2;3;0;0;0;0;0.000;0;No;0;No;763;2
763-3;2028-02-21T11:04:12.000Z;2028-02-23T11:04:12.000Z;2/1/2028;2/1/2028;Lege Bestellposition an;Ändere Bestellposition: Menge;15;Lege Bestellposition an;Ändere Bestellposition;4;172800;2;3;3;2;3;0;0;0;0;0.000;0;No;0;No;763;3
764-1;2028-02-22T15:57:21.000Z;2028-02-23T15:57:21.000Z;2/1/2028;2/1/2028;Lege Bestellposition an;Ändere Bestellposition: Menge;8;Lege Bestellposition an;Ändere Bestellposition;3;86400;1;3;3;2;3;0;0;0;0;0.000;0;No;0;No;764;1
764-2;2028-02-22T15:57:21.000Z;2028-02-25T15:57:21.000Z;2/1/2028;2/1/2028;Lege Bestellposition an;Ändere Bestellposition: Preis;12;Lege Bestellposition an;Ändere Bestellposition;3;259200;3;3;3;2;3;0;0;0;0;0.000;0;No;0;No;764;2
764-3;2028-02-22T15:57:21.000Z;2028-02-23T15:57:21.000Z;2/1/2028;2/1/2028;Lege Bestellposition an;Ändere Bestellposition: Menge;8;Lege Bestellposition an;Ändere Bestellposition;3;86400;1;3;3;2;3;0;0;0;0;0.000;0;No;0;No;764;3
764-4;2028-02-22T15:57:21.000Z;2028-02-23T12:24:39.000Z;2/1/2028;2/1/2028;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;73638;0.85;2;2;1;2;0;0;0;0;0.000;0;No;0;No;764;4
765-1;2028-02-25T11:11:19.000Z;2028-02-28T08:18:17.000Z;2/1/2028;2/1/2028;Lege Bestellposition an;Lehne Genehmigung ab;25;Lege Bestellposition an;Lehne Genehmigung ab;14;248818;2.87;3;3;2;3;0;0;0;0;0.000;0;No;0;No;765;1
765-2;2028-02-25T11:11:19.000Z;2028-02-28T08:18:17.000Z;2/1/2028;2/1/2028;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;248818;2.87;2;2;1;2;0;0;0;0;0.000;0;No;0;No;765;2
765-3;2028-02-25T11:11:19.000Z;2028-02-29T11:11:19.000Z;2/1/2028;2/1/2028;Lege Bestellposition an;Ändere Bestellposition: Material;11;Lege Bestellposition an;Ändere Bestellposition;3;345600;4;3;3;2;3;0;0;0;0;0.000;0;No;0;No;765;3
765-4;2028-02-25T11:11:19.000Z;2028-02-28T11:11:19.000Z;2/1/2028;2/1/2028;Lege Bestellposition an;Ändere Bestellposition: Preis;12;Lege Bestellposition an;Ändere Bestellposition;3;259200;3;3;3;2;3;0;0;0;0;0.000;0;No;0;No;765;4
765-5;2028-02-25T11:11:19.000Z;2028-02-28T08:18:17.000Z;2/1/2028;2/1/2028;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;248818;2.87;2;2;1;2;0;0;0;0;0.000;0;No;0;No;765;5
766-1;2028-02-28T13:00:23.000Z;2028-02-29T10:34:26.000Z;2/1/2028;2/1/2028;Lege Bestellposition an;Erteile Genehmigung;1;Lege Bestellposition an;Erteile Genehmigung;1;77643;0.89;2;2;1;2;0;0;0;0;0.000;0;No;0;No;766;1
767-1;2028-02-29T11:21:20.000Z;2028-03-01T14:54:49.000Z;2/1/2028;3/1/2028;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;99209;1.14;2;2;1;2;0;0;0;0;0.000;0;No;0;No;767;1
767-2;2028-02-29T11:21:20.000Z;2028-03-01T14:54:49.000Z;2/1/2028;3/1/2028;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;99209;1.14;2;2;1;2;0;0;0;0;0.000;0;No;0;No;767;2
768-1;2028-03-02T15:13:50.000Z;2028-03-08T10:18:50.000Z;3/1/2028;3/1/2028;Lege Bestellposition an;Erfasse Rechnung;72;Lege Bestellposition an;Erfasse Rechnung;32;500700;5.79;5;5;4;5;0;0;0;0;0.000;0;No;0;No;768;1
769-1;2028-03-06T11:40:36.000Z;2028-03-08T12:25:15.000Z;3/1/2028;3/1/2028;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;175479;2.03;2;2;1;2;0;0;0;0;0.000;0;No;0;No;769;1
769-2;2028-03-06T11:40:36.000Z;2028-03-08T12:25:15.000Z;3/1/2028;3/1/2028;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;175479;2.03;2;2;1;2;0;0;0;0;0.000;0;No;0;No;769;2
769-3;2028-03-06T11:40:36.000Z;2028-03-08T12:25:15.000Z;3/1/2028;3/1/2028;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;175479;2.03;2;2;1;2;0;0;0;0;0.000;0;No;0;No;769;3
770-1;2028-03-09T11:28:20.000Z;2028-03-16T10:53:47.000Z;3/1/2028;3/1/2028;Lege Bestellposition an;Gleiche Rechnung aus;89;Lege Bestellposition an;Gleiche Rechnung aus;49;602727;6.97;6;6;5;6;0;0;0;0;0.000;0;No;0;No;770;1
770-2;2028-03-09T11:28:20.000Z;2028-03-16T10:53:47.000Z;3/1/2028;3/1/2028;Lege Bestellposition an;Gleiche Rechnung aus;109;Lege Bestellposition an;Gleiche Rechnung aus;49;602727;6.97;6;6;5;6;0;0;0;0;0.000;0;No;0;No;770;2
771-1;2028-03-10T14:03:14.000Z;2028-03-14T13:32:25.000Z;3/1/2028;3/1/2028;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;343751;3.97;2;2;1;2;0;0;0;0;0.000;0;No;0;No;771;1
772-1;2028-03-13T08:07:53.000Z;2028-03-27T13:01:07.000Z;3/1/2028;3/1/2028;Lehne Genehmigung ab;Erfasse Rechnung;73;Lehne Genehmigung ab;Erfasse Rechnung;43;1227194;14.24;4;4;3;4;0;0;0;0;0.000;0;No;0;No;772;1
772-2;2028-03-13T08:07:53.000Z;2028-03-27T13:01:07.000Z;3/1/2028;3/1/2028;Lehne Genehmigung ab;Erfasse Rechnung;161;Lehne Genehmigung ab;Erfasse Rechnung;43;1227194;14.24;4;4;3;4;0;0;0;0;0.000;1;Yes;0;No;772;2
773-1;2028-03-14T14:30:22.000Z;2028-03-15T15:58:50.000Z;3/1/2028;3/1/2028;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;91708;1.06;2;2;1;2;0;0;0;0;0.000;0;No;0;No;773;1
773-2;2028-03-14T14:30:22.000Z;2028-03-15T15:58:50.000Z;3/1/2028;3/1/2028;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;91708;1.06;2;2;1;2;0;0;0;0;0.000;0;No;0;No;773;2
773-3;2028-03-14T14:30:22.000Z;2028-03-15T15:58:50.000Z;3/1/2028;3/1/2028;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;91708;1.06;2;2;1;2;0;0;0;0;0.000;0;No;0;No;773;3
773-4;2028-03-14T14:30:22.000Z;2028-03-15T15:58:50.000Z;3/1/2028;3/1/2028;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;91708;1.06;2;2;1;2;0;0;0;0;0.000;0;No;0;No;773;4
773-5;2028-03-14T14:30:22.000Z;2028-03-15T15:58:50.000Z;3/1/2028;3/1/2028;Lege Bestellposition an;Lehne Genehmigung ab;37;Lege Bestellposition an;Lehne Genehmigung ab;14;91708;1.06;3;3;2;3;0;0;0;0;0.000;0;No;0;No;773;5
774-1;2028-03-17T10:37:57.000Z;2028-03-19T13:15:17.000Z;3/1/2028;3/1/2028;Lehne Genehmigung ab;Ändere Bestellposition: Preis;32;Lehne Genehmigung ab;Ändere Bestellposition;17;182240;2.1;3;3;2;3;0;0;0;0;0.000;0;No;0;No;774;1
774-2;2028-03-17T10:37:57.000Z;2028-03-17T13:15:17.000Z;3/1/2028;3/1/2028;Lehne Genehmigung ab;Lege Bestellposition an;6;Lehne Genehmigung ab;Lege Bestellposition an;9;9440;0.1;2;2;1;2;0;0;0;0;0.000;0;No;0;No;774;2
774-3;2028-03-17T10:37:57.000Z;2028-03-18T13:15:17.000Z;3/1/2028;3/1/2028;Lehne Genehmigung ab;Ändere Bestellposition: Menge;58;Lehne Genehmigung ab;Ändere Bestellposition;17;95840;1.1;3;3;2;3;0;0;0;0;0.000;0;No;0;No;774;3
775-1;2028-03-20T11:00:18.000Z;2028-03-21T15:28:57.000Z;3/1/2028;3/1/2028;Lege Bestellposition an;Erteile Genehmigung;1;Lege Bestellposition an;Erteile Genehmigung;1;102519;1.18;2;2;1;2;0;0;0;0;0.000;0;No;0;No;775;1
776-1;2028-03-21T09:34:29.000Z;2028-03-27T08:02:37.000Z;3/1/2028;3/1/2028;Lege Bestellposition an;Erfasse Rechnung;162;Lege Bestellposition an;Erfasse Rechnung;32;512888;5.97;5;5;4;5;0;0;0;0;0.000;1;Yes;0;No;776;1
776-2;2028-03-21T09:34:29.000Z;2028-03-27T08:02:37.000Z;3/1/2028;3/1/2028;Lege Bestellposition an;Erfasse Rechnung;72;Lege Bestellposition an;Erfasse Rechnung;32;512888;5.97;5;5;4;5;0;0;0;0;0.000;0;No;0;No;776;2
776-3;2028-03-21T09:34:29.000Z;2028-03-27T08:02:37.000Z;3/1/2028;3/1/2028;Lege Bestellposition an;Erfasse Rechnung;5;Lege Bestellposition an;Erfasse Rechnung;5;512888;5.97;4;4;3;4;0;0;0;0;0.000;0;No;0;No;776;3
777-1;2028-03-24T14:53:19.000Z;2028-03-28T13:53:19.000Z;3/1/2028;3/1/2028;Lege Bestellposition an;Ändere Bestellposition: Preis;12;Lege Bestellposition an;Ändere Bestellposition;3;342000;4;3;3;2;3;0;0;0;0;0.000;0;No;0;No;777;1
777-2;2028-03-24T14:53:19.000Z;2028-03-28T13:53:19.000Z;3/1/2028;3/1/2028;Lege Bestellposition an;Ändere Bestellposition: Material;11;Lege Bestellposition an;Ändere Bestellposition;3;342000;4;3;3;2;3;0;0;0;0;0.000;0;No;0;No;777;2
777-3;2028-03-24T14:53:19.000Z;2028-03-28T09:30:48.000Z;3/1/2028;3/1/2028;Lege Bestellposition an;Lehne Genehmigung ab;41;Lege Bestellposition an;Lehne Genehmigung ab;14;326249;3.81;3;3;2;3;0;0;0;0;0.000;0;No;0;No;777;3
778-1;2028-03-27T07:46:40.000Z;2028-04-10T10:05:30.000Z;3/1/2028;4/1/2028;Lege Bestellposition an;Erfasse Rechnung;9;Lege Bestellposition an;Erfasse Rechnung;7;1217930;14.09;4;4;3;4;0;0;0;0;0.000;0;No;0;No;778;1
778-2;2028-03-27T07:46:40.000Z;2028-04-10T10:05:30.000Z;3/1/2028;4/1/2028;Lege Bestellposition an;Erfasse Rechnung;46;Lege Bestellposition an;Erfasse Rechnung;23;1217930;14.09;5;5;4;5;0;0;0;0;0.000;0;No;0;No;778;2
778-3;2028-03-27T07:46:40.000Z;2028-04-10T10:05:30.000Z;3/1/2028;4/1/2028;Lege Bestellposition an;Erfasse Rechnung;13;Lege Bestellposition an;Erfasse Rechnung;7;1217930;14.09;4;4;3;4;0;0;0;0;0.000;0;No;0;No;778;3
778-4;2028-03-27T07:46:40.000Z;2028-04-10T10:05:30.000Z;3/1/2028;4/1/2028;Lege Bestellposition an;Erfasse Rechnung;61;Lege Bestellposition an;Erfasse Rechnung;23;1217930;14.09;5;5;4;5;0;0;0;0;0.000;0;No;0;No;778;4
778-5;2028-03-27T07:46:40.000Z;2028-04-10T10:05:30.000Z;3/1/2028;4/1/2028;Lege Bestellposition an;Erfasse Rechnung;9;Lege Bestellposition an;Erfasse Rechnung;7;1217930;14.09;4;4;3;4;0;0;0;0;0.000;0;No;0;No;778;5
779-1;2028-03-30T10:25:25.000Z;2028-04-10T13:39:54.000Z;3/1/2028;4/1/2028;Lege Bestellposition an;Erfasse Rechnung;9;Lege Bestellposition an;Erfasse Rechnung;7;962069;11.13;4;4;3;4;0;0;0;0;0.000;0;No;0;No;779;1
779-2;2028-03-30T10:25:25.000Z;2028-04-10T13:39:54.000Z;3/1/2028;4/1/2028;Lege Bestellposition an;Erfasse Rechnung;13;Lege Bestellposition an;Erfasse Rechnung;7;962069;11.13;4;4;3;4;0;0;0;0;0.000;0;No;0;No;779;2
779-3;2028-03-30T10:25:25.000Z;2028-04-10T13:39:54.000Z;3/1/2028;4/1/2028;Lege Bestellposition an;Erfasse Rechnung;9;Lege Bestellposition an;Erfasse Rechnung;7;962069;11.13;4;4;3;4;0;0;0;0;0.000;0;No;0;No;779;3
780-1;2028-04-03T08:12:03.000Z;2028-04-17T10:46:21.000Z;4/1/2028;4/1/2028;Lege Bestellposition an;Erfasse Rechnung;49;Lege Bestellposition an;Erfasse Rechnung;20;1218858;14.1;4;4;3;4;0;0;0;0;0.000;0;No;0;No;780;1
780-2;2028-04-03T08:12:03.000Z;2028-04-17T10:46:21.000Z;4/1/2028;4/1/2028;Lege Bestellposition an;Erfasse Rechnung;4;Lege Bestellposition an;Erfasse Rechnung;8;1218858;14.1;3;3;2;3;0;0;0;0;0.000;0;No;0;No;780;2
781-1;2028-04-04T12:26:39.000Z;2028-04-08T12:26:39.000Z;4/1/2028;4/1/2028;Lege Bestellposition an;Ändere Bestellposition: Menge;21;Lege Bestellposition an;Ändere Bestellposition;10;345600;4;2;2;1;2;0;0;0;0;0.000;0;No;0;No;781;1
781-2;2028-04-04T12:26:39.000Z;2028-04-04T12:26:39.000Z;4/1/2028;4/1/2028;Lege Bestellposition an;Lege Bestellposition an;2;Lege Bestellposition an;Lege Bestellposition an;2;0;0;1;1;1;1;0;0;0;0;0.000;0;No;0;No;781;2
781-3;2028-04-04T12:26:39.000Z;2028-04-04T12:26:39.000Z;4/1/2028;4/1/2028;Lege Bestellposition an;Lege Bestellposition an;2;Lege Bestellposition an;Lege Bestellposition an;2;0;0;1;1;1;1;0;0;0;0;0.000;0;No;0;No;781;3
782-1;2028-04-05T07:01:33.000Z;2028-04-10T07:01:33.000Z;4/1/2028;4/1/2028;Lege Bestellposition an;Ändere Bestellposition: Menge;15;Lege Bestellposition an;Ändere Bestellposition;4;432000;5;3;3;2;3;0;0;0;0;0.000;0;No;0;No;782;1
782-2;2028-04-05T07:01:33.000Z;2028-04-07T08:41:56.000Z;4/1/2028;4/1/2028;Lege Bestellposition an;Erteile Genehmigung;1;Lege Bestellposition an;Erteile Genehmigung;1;178823;2.06;2;2;1;2;0;0;0;0;0.000;0;No;0;No;782;2
782-3;2028-04-05T07:01:33.000Z;2028-04-07T08:41:56.000Z;4/1/2028;4/1/2028;Lege Bestellposition an;Erteile Genehmigung;1;Lege Bestellposition an;Erteile Genehmigung;1;178823;2.06;2;2;1;2;0;0;0;0;0.000;0;No;0;No;782;3
782-4;2028-04-05T07:01:33.000Z;2028-04-08T07:01:33.000Z;4/1/2028;4/1/2028;Lege Bestellposition an;Ändere Bestellposition: Preis;14;Lege Bestellposition an;Ändere Bestellposition;4;259200;3;3;3;2;3;0;0;0;0;0.000;0;No;0;No;782;4
782-5;2028-04-05T07:01:33.000Z;2028-04-07T08:41:56.000Z;4/1/2028;4/1/2028;Lege Bestellposition an;Erteile Genehmigung;39;Lege Bestellposition an;Erteile Genehmigung;15;178823;2.06;3;3;2;3;0;0;0;0;0.000;0;No;0;No;782;5
783-1;2028-04-10T14:40:26.000Z;2028-04-17T13:50:08.000Z;4/1/2028;4/1/2028;Lege Bestellposition an;Erfasse Rechnung;19;Lege Bestellposition an;Erfasse Rechnung;5;601782;6.96;4;4;3;4;0;0;0;0;0.000;0;No;0;No;783;1
784-1;2028-04-13T08:40:56.000Z;2028-04-21T10:50:16.000Z;4/1/2028;4/1/2028;Lehne Genehmigung ab;Gleiche Rechnung aus;163;Lehne Genehmigung ab;Gleiche Rechnung aus;60;698960;8.08;5;5;4;5;0;0;0;0;0.000;1;Yes;0;No;784;1
784-2;2028-04-13T08:40:56.000Z;2028-04-21T10:50:16.000Z;4/1/2028;4/1/2028;Lehne Genehmigung ab;Gleiche Rechnung aus;127;Lehne Genehmigung ab;Gleiche Rechnung aus;60;698960;8.08;5;5;4;5;0;0;0;0;0.000;0;No;0;No;784;2
784-3;2028-04-13T08:40:56.000Z;2028-04-21T10:50:16.000Z;4/1/2028;4/1/2028;Lehne Genehmigung ab;Gleiche Rechnung aus;127;Lehne Genehmigung ab;Gleiche Rechnung aus;60;698960;8.08;5;5;4;5;0;0;0;0;0.000;0;No;0;No;784;3
784-4;2028-04-13T08:40:56.000Z;2028-04-21T10:50:16.000Z;4/1/2028;4/1/2028;Lehne Genehmigung ab;Gleiche Rechnung aus;164;Lehne Genehmigung ab;Gleiche Rechnung aus;71;698960;8.08;6;6;5;6;0;0;0;0;0.000;1;Yes;0;No;784;4
785-1;2028-04-17T09:48:47.000Z;2028-04-18T14:26:37.000Z;4/1/2028;4/1/2028;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;103070;1.19;2;2;1;2;0;0;0;0;0.000;0;No;0;No;785;1
785-2;2028-04-17T09:48:47.000Z;2028-04-18T14:26:37.000Z;4/1/2028;4/1/2028;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;103070;1.19;2;2;1;2;0;0;0;0;0.000;0;No;0;No;785;2
785-3;2028-04-17T09:48:47.000Z;2028-04-22T09:48:47.000Z;4/1/2028;4/1/2028;Lege Bestellposition an;Ändere Bestellposition: Menge;8;Lege Bestellposition an;Ändere Bestellposition;3;432000;5;3;3;2;3;0;0;0;0;0.000;0;No;0;No;785;3
785-4;2028-04-17T09:48:47.000Z;2028-04-18T14:26:37.000Z;4/1/2028;4/1/2028;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;103070;1.19;2;2;1;2;0;0;0;0;0.000;0;No;0;No;785;4
785-5;2028-04-17T09:48:47.000Z;2028-04-20T09:48:47.000Z;4/1/2028;4/1/2028;Lege Bestellposition an;Ändere Bestellposition: Menge;8;Lege Bestellposition an;Ändere Bestellposition;3;259200;3;3;3;2;3;0;0;0;0;0.000;0;No;0;No;785;5
786-1;2028-04-20T09:21:28.000Z;2028-05-01T09:51:29.000Z;4/1/2028;5/1/2028;Lege Bestellposition an;Erfasse Rechnung;3;Lege Bestellposition an;Erfasse Rechnung;6;952201;11.02;3;3;2;3;0;0;0;0;0.000;0;No;0;No;786;1
786-2;2028-04-20T09:21:28.000Z;2028-05-01T09:51:29.000Z;4/1/2028;5/1/2028;Lege Bestellposition an;Erfasse Rechnung;3;Lege Bestellposition an;Erfasse Rechnung;6;952201;11.02;3;3;2;3;0;0;0;0;0.000;0;No;0;No;786;2
786-3;2028-04-20T09:21:28.000Z;2028-05-01T09:51:29.000Z;4/1/2028;5/1/2028;Lege Bestellposition an;Erfasse Rechnung;3;Lege Bestellposition an;Erfasse Rechnung;6;952201;11.02;3;3;2;3;0;0;0;0;0.000;0;No;0;No;786;3
786-4;2028-04-20T09:21:28.000Z;2028-05-01T09:51:29.000Z;4/1/2028;5/1/2028;Lege Bestellposition an;Erfasse Rechnung;3;Lege Bestellposition an;Erfasse Rechnung;6;952201;11.02;3;3;2;3;0;0;0;0;0.000;0;No;0;No;786;4
787-1;2028-04-24T08:42:00.000Z;2028-05-01T08:10:17.000Z;4/1/2028;5/1/2028;Lege Bestellposition an;Erfasse Rechnung;50;Lege Bestellposition an;Erfasse Rechnung;39;602897;6.97;4;4;3;4;0;0;0;0;0.000;0;No;0;No;787;1
787-2;2028-04-24T08:42:00.000Z;2028-05-01T08:10:17.000Z;4/1/2028;5/1/2028;Lege Bestellposition an;Erfasse Rechnung;100;Lege Bestellposition an;Erfasse Rechnung;32;602897;6.97;5;5;4;5;0;0;0;0;0.000;0;No;0;No;787;2
787-3;2028-04-24T08:42:00.000Z;2028-05-01T08:10:17.000Z;4/1/2028;5/1/2028;Lege Bestellposition an;Erfasse Rechnung;5;Lege Bestellposition an;Erfasse Rechnung;5;602897;6.97;4;4;3;4;0;0;0;0;0.000;0;No;0;No;787;3
788-1;2028-04-25T08:04:31.000Z;2028-04-27T13:07:00.000Z;4/1/2028;4/1/2028;Lege Bestellposition an;Erteile Genehmigung;28;Lege Bestellposition an;Erteile Genehmigung;15;190949;2.21;3;3;2;3;0;0;0;0;0.000;0;No;0;No;788;1
788-2;2028-04-25T08:04:31.000Z;2028-04-27T13:07:00.000Z;4/1/2028;4/1/2028;Lege Bestellposition an;Erteile Genehmigung;1;Lege Bestellposition an;Erteile Genehmigung;1;190949;2.21;2;2;1;2;0;0;0;0;0.000;0;No;0;No;788;2
788-3;2028-04-25T08:04:31.000Z;2028-04-27T13:07:00.000Z;4/1/2028;4/1/2028;Lege Bestellposition an;Erteile Genehmigung;38;Lege Bestellposition an;Erteile Genehmigung;15;190949;2.21;3;3;2;3;0;0;0;0;0.000;0;No;0;No;788;3
788-4;2028-04-25T08:04:31.000Z;2028-04-27T13:07:00.000Z;4/1/2028;4/1/2028;Lege Bestellposition an;Erteile Genehmigung;28;Lege Bestellposition an;Erteile Genehmigung;15;190949;2.21;3;3;2;3;0;0;0;0;0.000;0;No;0;No;788;4
788-5;2028-04-25T08:04:31.000Z;2028-04-27T13:07:00.000Z;4/1/2028;4/1/2028;Lege Bestellposition an;Erteile Genehmigung;39;Lege Bestellposition an;Erteile Genehmigung;15;190949;2.21;3;3;2;3;0;0;0;0;0.000;0;No;0;No;788;5
789-1;2028-04-26T12:34:52.000Z;2028-04-27T12:34:52.000Z;4/1/2028;4/1/2028;Lege Bestellposition an;Ändere Bestellposition: Material;11;Lege Bestellposition an;Ändere Bestellposition;3;86400;1;3;3;2;3;0;0;0;0;0.000;0;No;0;No;789;1
789-2;2028-04-26T12:34:52.000Z;2028-04-26T13:30:12.000Z;4/1/2028;4/1/2028;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;3320;0.03;2;2;1;2;0;0;0;0;0.000;0;No;0;No;789;2
789-3;2028-04-26T12:34:52.000Z;2028-04-26T13:30:12.000Z;4/1/2028;4/1/2028;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;3320;0.03;2;2;1;2;0;0;0;0;0.000;0;No;0;No;789;3
789-4;2028-04-26T12:34:52.000Z;2028-04-26T13:30:12.000Z;4/1/2028;4/1/2028;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;3320;0.03;2;2;1;2;0;0;0;0;0.000;0;No;0;No;789;4
789-5;2028-04-26T12:34:52.000Z;2028-04-30T12:34:52.000Z;4/1/2028;4/1/2028;Lege Bestellposition an;Ändere Bestellposition: Material;11;Lege Bestellposition an;Ändere Bestellposition;3;345600;4;3;3;2;3;0;0;0;0;0.000;0;No;0;No;789;5
790-1;2028-05-01T10:24:35.000Z;2028-05-01T10:24:35.000Z;5/1/2028;5/1/2028;Lege Bestellposition an;Lege Bestellposition an;2;Lege Bestellposition an;Lege Bestellposition an;2;0;0;1;1;1;1;0;0;0;0;0.000;0;No;0;No;790;1
790-2;2028-05-01T10:24:35.000Z;2028-05-01T10:24:35.000Z;5/1/2028;5/1/2028;Lege Bestellposition an;Lege Bestellposition an;2;Lege Bestellposition an;Lege Bestellposition an;2;0;0;1;1;1;1;0;0;0;0;0.000;0;No;0;No;790;2
790-3;2028-05-01T10:24:35.000Z;2028-05-01T10:24:35.000Z;5/1/2028;5/1/2028;Lege Bestellposition an;Lege Bestellposition an;2;Lege Bestellposition an;Lege Bestellposition an;2;0;0;1;1;1;1;0;0;0;0;0.000;0;No;0;No;790;3
790-4;2028-05-01T10:24:35.000Z;2028-05-01T10:24:35.000Z;5/1/2028;5/1/2028;Lege Bestellposition an;Lege Bestellposition an;2;Lege Bestellposition an;Lege Bestellposition an;2;0;0;1;1;1;1;0;0;0;0;0.000;0;No;0;No;790;4
790-5;2028-05-01T10:24:35.000Z;2028-05-01T10:24:35.000Z;5/1/2028;5/1/2028;Lege Bestellposition an;Lege Bestellposition an;2;Lege Bestellposition an;Lege Bestellposition an;2;0;0;1;1;1;1;0;0;0;0;0.000;0;No;0;No;790;5
791-1;2028-05-03T08:05:21.000Z;2028-05-05T14:27:31.000Z;5/1/2028;5/1/2028;Lege Bestellposition an;Lehne Genehmigung ab;0;Lege Bestellposition an;Lehne Genehmigung ab;0;195730;2.26;2;2;1;2;0;0;0;0;0.000;0;No;0;No;791;1
792-1;2028-05-08T12:45:13.000Z;2028-05-09T12:45:13.000Z;5/1/2028;5/1/2028;Lege Bestellposition an;Ändere Bestellposition: Preis;14;Lege Bestellposition an;Ändere Bestellposition;4;86400;1;3;3;2;3;0;0;0;0;0.000;0;No;0;No;792;1
792-2;2028-05-08T12:45:13.000Z;2028-05-11T12:45:13.000Z;5/1/2028;5/1/2028;Lege Bestellposition an;Ändere Bestellposition: Menge;15;Lege Bestellposition an;Ändere Bestellposition;4;259200;3;3;3;2;3;0;0;0;0;0.000;0;No;0;No;792;2
793-1;2028-05-11T08:32:00.000Z;2028-05-24T10:38:17.000Z;5/1/2028;5/1/2028;Lege Bestellposition an;Erfasse Rechnung;7;Lege Bestellposition an;Erfasse Rechnung;11;1130777;13.08;2;2;1;2;0;0;0;0;0.000;0;No;0;No;793;1
793-2;2028-05-11T08:32:00.000Z;2028-05-24T10:38:17.000Z;5/1/2028;5/1/2028;Lege Bestellposition an;Erfasse Rechnung;45;Lege Bestellposition an;Erfasse Rechnung;28;1130777;13.08;3;3;2;3;0;0;0;0;0.000;0;No;0;No;793;2
